geoid,GEOID10,name,B25003001,"B25003001, Error",B25003002,"B25003002, Error",B25003003,"B25003003, Error"
14000US06037134520,6037134520,"Census Tract 1345.20, Los Angeles, CA",1879,81,288,72,1591,111
14000US06037134521,6037134521,"Census Tract 1345.21, Los Angeles, CA",791,23,148,41,643,47
14000US06037134522,6037134522,"Census Tract 1345.22, Los Angeles, CA",1399,32,269,64,1130,67
14000US06037134710,6037134710,"Census Tract 1347.10, Los Angeles, CA",1645,46,340,79,1305,93
14000US06037134720,6037134720,"Census Tract 1347.20, Los Angeles, CA",1657,55,837,134,820,139
14000US06037134800,6037134800,"Census Tract 1348, Los Angeles, CA",1884,74,1316,135,568,135
14000US06037134901,6037134901,"Census Tract 1349.01, Los Angeles, CA",1121,77,681,87,440,108
14000US06037134903,6037134903,"Census Tract 1349.03, Los Angeles, CA",2764,173,0,17,2764,173
14000US06037134904,6037134904,"Census Tract 1349.04, Los Angeles, CA",1369,87,638,91,731,121
14000US06037134905,6037134905,"Census Tract 1349.05, Los Angeles, CA",2434,124,377,103,2057,147
14000US06037135102,6037135102,"Census Tract 1351.02, Los Angeles, CA",1210,66,982,111,228,91
14000US06037135111,6037135111,"Census Tract 1351.11, Los Angeles, CA",1134,70,610,94,524,99
14000US06037135113,6037135113,"Census Tract 1351.13, Los Angeles, CA",1405,100,218,67,1187,109
14000US06037135114,6037135114,"Census Tract 1351.14, Los Angeles, CA",2746,130,397,122,2349,166
14000US06037135201,6037135201,"Census Tract 1352.01, Los Angeles, CA",897,43,714,63,183,59
14000US06037135202,6037135202,"Census Tract 1352.02, Los Angeles, CA",1483,47,1228,98,255,97
14000US06037135203,6037135203,"Census Tract 1352.03, Los Angeles, CA",2545,21,2186,151,359,154
14000US06037137000,6037137000,"Census Tract 1370, Los Angeles, CA",1722,56,1380,115,342,114
14000US06037137103,6037137103,"Census Tract 1371.03, Los Angeles, CA",2395,112,1274,216,1121,229
14000US06037137104,6037137104,"Census Tract 1371.04, Los Angeles, CA",1012,76,821,91,191,80
14000US06037137201,6037137201,"Census Tract 1372.01, Los Angeles, CA",2284,139,1069,195,1215,207
14000US06037137301,6037137301,"Census Tract 1373.01, Los Angeles, CA",765,54,708,56,57,37
14000US06037137302,6037137302,"Census Tract 1373.02, Los Angeles, CA",1602,52,1475,76,127,58
14000US06037137401,6037137401,"Census Tract 1374.01, Los Angeles, CA",1612,89,1109,110,503,112
14000US06037137402,6037137402,"Census Tract 1374.02, Los Angeles, CA",2073,112,1555,126,518,137
14000US06037137501,6037137501,"Census Tract 1375.01, Los Angeles, CA",1932,127,755,95,1177,152
14000US06037137502,6037137502,"Census Tract 1375.02, Los Angeles, CA",1813,110,1178,127,635,142
14000US06037137504,6037137504,"Census Tract 1375.04, Los Angeles, CA",699,33,662,39,37,26
14000US06037138000,6037138000,"Census Tract 1380, Los Angeles, CA",1799,93,1472,110,327,111
14000US06037139001,6037139001,"Census Tract 1390.01, Los Angeles, CA",2235,27,1130,184,1105,188
14000US06037139200,6037139200,"Census Tract 1392, Los Angeles, CA",2098,156,1166,154,932,197
14000US06037139301,6037139301,"Census Tract 1393.01, Los Angeles, CA",1579,130,1289,163,290,135
14000US06037139302,6037139302,"Census Tract 1393.02, Los Angeles, CA",1976,119,343,100,1633,151
14000US06037139303,6037139303,"Census Tract 1393.03, Los Angeles, CA",1972,83,680,105,1292,124
14000US06037139401,6037139401,"Census Tract 1394.01, Los Angeles, CA",1313,70,301,91,1012,99
14000US06037139402,6037139402,"Census Tract 1394.02, Los Angeles, CA",959,39,806,70,153,75
14000US06037139502,6037139502,"Census Tract 1395.02, Los Angeles, CA",1090,115,687,102,403,96
14000US06037139503,6037139503,"Census Tract 1395.03, Los Angeles, CA",2749,85,995,196,1754,203
14000US06037139504,6037139504,"Census Tract 1395.04, Los Angeles, CA",1801,94,441,92,1360,134
14000US06037139600,6037139600,"Census Tract 1396, Los Angeles, CA",2202,138,1329,199,873,203
14000US06037139701,6037139701,"Census Tract 1397.01, Los Angeles, CA",1948,145,1451,163,497,181
14000US06037139702,6037139702,"Census Tract 1397.02, Los Angeles, CA",2229,86,2053,138,176,111
14000US06037139703,6037139703,"Census Tract 1397.03, Los Angeles, CA",965,52,798,76,167,57
14000US06037139801,6037139801,"Census Tract 1398.01, Los Angeles, CA",1291,58,1198,79,93,71
14000US06037139802,6037139802,"Census Tract 1398.02, Los Angeles, CA",1393,51,1300,92,93,75
14000US06037141101,6037141101,"Census Tract 1411.01, Los Angeles, CA",2166,178,560,167,1606,192
14000US06037141102,6037141102,"Census Tract 1411.02, Los Angeles, CA",1357,89,526,99,831,114
14000US06037141201,6037141201,"Census Tract 1412.01, Los Angeles, CA",2123,62,275,79,1848,93
14000US06037141202,6037141202,"Census Tract 1412.02, Los Angeles, CA",1398,102,565,102,833,116
14000US06037141302,6037141302,"Census Tract 1413.02, Los Angeles, CA",2978,173,781,166,2197,198
14000US06037141303,6037141303,"Census Tract 1413.03, Los Angeles, CA",1779,54,432,85,1347,83
14000US06037141304,6037141304,"Census Tract 1413.04, Los Angeles, CA",1419,89,622,112,797,106
14000US06037141400,6037141400,"Census Tract 1414, Los Angeles, CA",2016,91,983,104,1033,134
14000US06037141500,6037141500,"Census Tract 1415, Los Angeles, CA",1087,82,1069,85,18,20
14000US06037141600,6037141600,"Census Tract 1416, Los Angeles, CA",1611,84,1443,121,168,100
14000US06037141700,6037141700,"Census Tract 1417, Los Angeles, CA",1221,94,1136,100,85,38
14000US06037143100,6037143100,"Census Tract 1431, Los Angeles, CA",2248,131,807,157,1441,170
14000US06037143200,6037143200,"Census Tract 1432, Los Angeles, CA",2068,152,577,118,1491,179
14000US06037143300,6037143300,"Census Tract 1433, Los Angeles, CA",3165,145,1180,190,1985,208
14000US06037143400,6037143400,"Census Tract 1434, Los Angeles, CA",3036,164,1421,201,1615,200
14000US06037143500,6037143500,"Census Tract 1435, Los Angeles, CA",2297,155,978,148,1319,190
14000US06037143602,6037143602,"Census Tract 1436.02, Los Angeles, CA",2182,130,1235,173,947,161
14000US06037143603,6037143603,"Census Tract 1436.03, Los Angeles, CA",1354,75,395,53,959,93
14000US06037143604,6037143604,"Census Tract 1436.04, Los Angeles, CA",2087,144,101,53,1986,150
14000US06037143700,6037143700,"Census Tract 1437, Los Angeles, CA",1825,115,1365,105,460,97
14000US06037143800,6037143800,"Census Tract 1438, Los Angeles, CA",2395,131,1307,149,1088,148
14000US06037143901,6037143901,"Census Tract 1439.01, Los Angeles, CA",1506,98,1346,117,160,85
14000US06037143902,6037143902,"Census Tract 1439.02, Los Angeles, CA",1295,101,717,102,578,85
14000US06037181000,6037181000,"Census Tract 1810, Los Angeles, CA",2183,133,1541,146,642,145
14000US06037181300,6037181300,"Census Tract 1813, Los Angeles, CA",1327,80,869,110,458,91
14000US06037181400,6037181400,"Census Tract 1814, Los Angeles, CA",1645,116,507,105,1138,129
14000US06037181500,6037181500,"Census Tract 1815, Los Angeles, CA",1428,56,1035,118,393,113
14000US06037181600,6037181600,"Census Tract 1816, Los Angeles, CA",1029,74,458,89,571,102
14000US06037183101,6037183101,"Census Tract 1831.01, Los Angeles, CA",1343,75,693,109,650,124
14000US06037183103,6037183103,"Census Tract 1831.03, Los Angeles, CA",1503,36,280,70,1223,77
14000US06037183104,6037183104,"Census Tract 1831.04, Los Angeles, CA",767,34,521,53,246,52
14000US06037183220,6037183220,"Census Tract 1832.20, Los Angeles, CA",1205,56,543,115,662,111
14000US06037183221,6037183221,"Census Tract 1832.21, Los Angeles, CA",1083,50,455,89,628,95
14000US06037183222,6037183222,"Census Tract 1832.22, Los Angeles, CA",1339,76,808,97,531,94
14000US06037183300,6037183300,"Census Tract 1833, Los Angeles, CA",1020,52,492,80,528,88
14000US06037183401,6037183401,"Census Tract 1834.01, Los Angeles, CA",844,41,446,61,398,65
14000US06037183402,6037183402,"Census Tract 1834.02, Los Angeles, CA",955,48,268,68,687,76
14000US06037183510,6037183510,"Census Tract 1835.10, Los Angeles, CA",783,46,593,59,190,53
14000US06037183520,6037183520,"Census Tract 1835.20, Los Angeles, CA",1137,55,328,66,809,88
14000US06037183610,6037183610,"Census Tract 1836.10, Los Angeles, CA",994,43,327,45,667,62
14000US06037183620,6037183620,"Census Tract 1836.20, Los Angeles, CA",994,55,468,85,526,86
14000US06037183701,6037183701,"Census Tract 1837.01, Los Angeles, CA",1338,64,501,91,837,110
14000US06037183702,6037183702,"Census Tract 1837.02, Los Angeles, CA",1054,95,462,103,592,109
14000US06037183810,6037183810,"Census Tract 1838.10, Los Angeles, CA",1302,75,177,67,1125,91
14000US06037183820,6037183820,"Census Tract 1838.20, Los Angeles, CA",1140,33,257,83,883,89
14000US06037185100,6037185100,"Census Tract 1851, Los Angeles, CA",2233,123,1367,163,866,176
14000US06037185202,6037185202,"Census Tract 1852.02, Los Angeles, CA",1360,90,685,116,675,116
14000US06037185203,6037185203,"Census Tract 1852.03, Los Angeles, CA",989,64,366,71,623,88
14000US06037185204,6037185204,"Census Tract 1852.04, Los Angeles, CA",701,44,528,54,173,50
14000US06037185310,6037185310,"Census Tract 1853.10, Los Angeles, CA",856,41,319,54,537,59
14000US06037185320,6037185320,"Census Tract 1853.20, Los Angeles, CA",855,48,297,51,558,62
14000US06037186100,6037186100,"Census Tract 1861, Los Angeles, CA",1853,74,1207,107,646,120
14000US06037186201,6037186201,"Census Tract 1862.01, Los Angeles, CA",1177,94,263,93,914,137
14000US06037186202,6037186202,"Census Tract 1862.02, Los Angeles, CA",711,57,380,61,331,67
14000US06037186203,6037186203,"Census Tract 1862.03, Los Angeles, CA",1116,52,925,88,191,88
14000US06037186301,6037186301,"Census Tract 1863.01, Los Angeles, CA",889,53,247,57,642,70
14000US06037186302,6037186302,"Census Tract 1863.02, Los Angeles, CA",1849,105,1067,147,782,135
14000US06037186401,6037186401,"Census Tract 1864.01, Los Angeles, CA",1001,44,122,48,879,62
14000US06037186403,6037186403,"Census Tract 1864.03, Los Angeles, CA",835,43,377,53,458,55
14000US06037186404,6037186404,"Census Tract 1864.04, Los Angeles, CA",772,37,248,63,524,62
14000US06037187101,6037187101,"Census Tract 1871.01, Los Angeles, CA",1228,77,559,124,669,134
14000US06037187102,6037187102,"Census Tract 1871.02, Los Angeles, CA",1379,53,516,106,863,120
14000US06037187200,6037187200,"Census Tract 1872, Los Angeles, CA",933,57,372,53,561,58
14000US06037187300,6037187300,"Census Tract 1873, Los Angeles, CA",1515,80,676,108,839,127
14000US06037188100,6037188100,"Census Tract 1881, Los Angeles, CA",1720,97,477,98,1243,119
14000US06037188201,6037188201,"Census Tract 1882.01, Los Angeles, CA",1811,96,251,77,1560,104
14000US06037188202,6037188202,"Census Tract 1882.02, Los Angeles, CA",1171,68,623,69,548,75
14000US06037188300,6037188300,"Census Tract 1883, Los Angeles, CA",1390,92,698,120,692,110
14000US06037189101,6037189101,"Census Tract 1891.01, Los Angeles, CA",1316,110,243,83,1073,134
14000US06037189102,6037189102,"Census Tract 1891.02, Los Angeles, CA",1934,80,402,73,1532,106
14000US06037189201,6037189201,"Census Tract 1892.01, Los Angeles, CA",1943,94,118,50,1825,105
14000US06037189202,6037189202,"Census Tract 1892.02, Los Angeles, CA",1153,96,582,85,571,100
14000US06037189300,6037189300,"Census Tract 1893, Los Angeles, CA",1315,89,1168,99,147,54
14000US06037189400,6037189400,"Census Tract 1894, Los Angeles, CA",1628,140,976,119,652,129
14000US06037189500,6037189500,"Census Tract 1895, Los Angeles, CA",2666,169,416,121,2250,187
14000US06037189600,6037189600,"Census Tract 1896, Los Angeles, CA",1999,139,666,99,1333,145
14000US06037189701,6037189701,"Census Tract 1897.01, Los Angeles, CA",1743,213,1032,155,711,150
14000US06037189702,6037189702,"Census Tract 1897.02, Los Angeles, CA",1301,135,728,106,573,140
14000US06037189800,6037189800,"Census Tract 1898, Los Angeles, CA",2286,199,538,165,1748,225
14000US06037189902,6037189902,"Census Tract 1899.02, Los Angeles, CA",3048,155,135,83,2913,181
14000US06037189903,6037189903,"Census Tract 1899.03, Los Angeles, CA",1513,86,446,110,1067,116
14000US06037189904,6037189904,"Census Tract 1899.04, Los Angeles, CA",1505,120,27,25,1478,121
14000US06037189905,6037189905,"Census Tract 1899.05, Los Angeles, CA",1465,75,318,82,1147,101
14000US06037190100,6037190100,"Census Tract 1901, Los Angeles, CA",2654,229,59,51,2595,239
14000US06037190201,6037190201,"Census Tract 1902.01, Los Angeles, CA",1279,128,15,17,1264,131
14000US06037190202,6037190202,"Census Tract 1902.02, Los Angeles, CA",2307,202,24,35,2283,199
14000US06037190301,6037190301,"Census Tract 1903.01, Los Angeles, CA",2803,187,175,77,2628,199
14000US06037190401,6037190401,"Census Tract 1904.01, Los Angeles, CA",1756,93,23,18,1733,95
14000US06037190402,6037190402,"Census Tract 1904.02, Los Angeles, CA",1366,69,11,17,1355,72
14000US06037190510,6037190510,"Census Tract 1905.10, Los Angeles, CA",1712,127,0,12,1712,127
14000US06037190520,6037190520,"Census Tract 1905.20, Los Angeles, CA",1604,84,117,61,1487,106
14000US06037190700,6037190700,"Census Tract 1907, Los Angeles, CA",1705,155,224,103,1481,174
14000US06037190801,6037190801,"Census Tract 1908.01, Los Angeles, CA",1273,108,78,32,1195,111
14000US06037190802,6037190802,"Census Tract 1908.02, Los Angeles, CA",1370,99,157,68,1213,115
14000US06037190901,6037190901,"Census Tract 1909.01, Los Angeles, CA",1414,118,101,60,1313,130
14000US06037190902,6037190902,"Census Tract 1909.02, Los Angeles, CA",1518,85,83,46,1435,87
14000US06037191000,6037191000,"Census Tract 1910, Los Angeles, CA",2389,247,132,84,2257,246
14000US06037191110,6037191110,"Census Tract 1911.10, Los Angeles, CA",1032,92,40,25,992,89
14000US06037191120,6037191120,"Census Tract 1911.20, Los Angeles, CA",1571,88,160,71,1411,110
14000US06037191201,6037191201,"Census Tract 1912.01, Los Angeles, CA",1629,77,109,50,1520,87
14000US06037191203,6037191203,"Census Tract 1912.03, Los Angeles, CA",1166,77,53,40,1113,87
14000US06037191204,6037191204,"Census Tract 1912.04, Los Angeles, CA",860,43,68,31,792,48
14000US06037191301,6037191301,"Census Tract 1913.01, Los Angeles, CA",940,52,108,51,832,69
14000US06037191302,6037191302,"Census Tract 1913.02, Los Angeles, CA",862,67,89,39,773,71
14000US06037191410,6037191410,"Census Tract 1914.10, Los Angeles, CA",1627,91,72,37,1555,96
14000US06037191420,6037191420,"Census Tract 1914.20, Los Angeles, CA",1184,62,54,37,1130,69
14000US06037191500,6037191500,"Census Tract 1915, Los Angeles, CA",1789,86,403,74,1386,99
14000US06037191610,6037191610,"Census Tract 1916.10, Los Angeles, CA",1433,94,140,47,1293,100
14000US06037191620,6037191620,"Census Tract 1916.20, Los Angeles, CA",1077,82,82,59,995,91
14000US06037191710,6037191710,"Census Tract 1917.10, Los Angeles, CA",1244,75,74,49,1170,86
14000US06037191720,6037191720,"Census Tract 1917.20, Los Angeles, CA",1197,104,92,59,1105,117
14000US06037191810,6037191810,"Census Tract 1918.10, Los Angeles, CA",1259,116,57,36,1202,121
14000US06037191820,6037191820,"Census Tract 1918.20, Los Angeles, CA",1449,103,121,61,1328,116
14000US06037191901,6037191901,"Census Tract 1919.01, Los Angeles, CA",1740,129,84,51,1656,126
14000US06037191902,6037191902,"Census Tract 1919.02, Los Angeles, CA",1411,140,652,131,759,119
14000US06037192001,6037192001,"Census Tract 1920.01, Los Angeles, CA",1149,108,222,63,927,107
14000US06037192002,6037192002,"Census Tract 1920.02, Los Angeles, CA",1244,109,584,87,660,110
14000US06037192300,6037192300,"Census Tract 1923, Los Angeles, CA",1375,121,500,76,875,113
14000US06037192410,6037192410,"Census Tract 1924.10, Los Angeles, CA",1719,117,635,101,1084,135
14000US06037192420,6037192420,"Census Tract 1924.20, Los Angeles, CA",1393,104,148,59,1245,121
14000US06037192510,6037192510,"Census Tract 1925.10, Los Angeles, CA",1241,79,283,98,958,100
14000US06037192520,6037192520,"Census Tract 1925.20, Los Angeles, CA",1558,87,62,37,1496,94
14000US06037192610,6037192610,"Census Tract 1926.10, Los Angeles, CA",1326,108,84,61,1242,103
14000US06037192620,6037192620,"Census Tract 1926.20, Los Angeles, CA",1137,88,41,43,1096,90
14000US06037192700,6037192700,"Census Tract 1927, Los Angeles, CA",1027,111,126,52,901,113
14000US06037194101,6037194101,"Census Tract 1941.01, Los Angeles, CA",1631,141,580,106,1051,152
14000US06037194102,6037194102,"Census Tract 1941.02, Los Angeles, CA",1531,123,1190,136,341,116
14000US06037194200,6037194200,"Census Tract 1942, Los Angeles, CA",1463,148,1149,147,314,103
14000US06037194300,6037194300,"Census Tract 1943, Los Angeles, CA",1451,112,1055,114,396,121
14000US06037194401,6037194401,"Census Tract 1944.01, Los Angeles, CA",1234,114,247,76,987,114
14000US06037194402,6037194402,"Census Tract 1944.02, Los Angeles, CA",2028,165,642,156,1386,177
14000US06037194500,6037194500,"Census Tract 1945, Los Angeles, CA",944,60,476,71,468,70
14000US06037195100,6037195100,"Census Tract 1951, Los Angeles, CA",2065,160,1290,182,775,149
14000US06037195201,6037195201,"Census Tract 1952.01, Los Angeles, CA",1645,72,283,67,1362,88
14000US06037195202,6037195202,"Census Tract 1952.02, Los Angeles, CA",1411,98,742,87,669,116
14000US06037195300,6037195300,"Census Tract 1953, Los Angeles, CA",1419,100,308,81,1111,105
14000US06037195400,6037195400,"Census Tract 1954, Los Angeles, CA",2229,134,782,107,1447,151
14000US06037195500,6037195500,"Census Tract 1955, Los Angeles, CA",2400,122,1141,186,1259,208
14000US06037195600,6037195600,"Census Tract 1956, Los Angeles, CA",1256,68,375,79,881,87
14000US06037195710,6037195710,"Census Tract 1957.10, Los Angeles, CA",1367,62,234,72,1133,93
14000US06037195720,6037195720,"Census Tract 1957.20, Los Angeles, CA",858,63,196,48,662,68
14000US06037195802,6037195802,"Census Tract 1958.02, Los Angeles, CA",938,59,222,63,716,74
14000US06037195803,6037195803,"Census Tract 1958.03, Los Angeles, CA",1156,76,316,76,840,90
14000US06037195804,6037195804,"Census Tract 1958.04, Los Angeles, CA",1011,81,282,74,729,108
14000US06037195901,6037195901,"Census Tract 1959.01, Los Angeles, CA",1064,76,168,62,896,96
14000US06037195902,6037195902,"Census Tract 1959.02, Los Angeles, CA",1005,75,198,60,807,77
14000US06037195903,6037195903,"Census Tract 1959.03, Los Angeles, CA",911,57,158,54,753,62
14000US06037197200,6037197200,"Census Tract 1972, Los Angeles, CA",1191,60,606,130,585,137
14000US06037197300,6037197300,"Census Tract 1973, Los Angeles, CA",1786,70,428,94,1358,121
14000US06037197410,6037197410,"Census Tract 1974.10, Los Angeles, CA",1722,85,901,122,821,121
