,GEOID10,med_hh_inc,total,own_occu
3015,06059021923,,,
3016,06059052419,,,
3017,06059075605,,,
3018,06037403325,118481.0,1689.0,1303.0
3019,06059011715,,,
3020,06059011716,,,
3021,06059011717,,,
3022,06059011718,,,
3023,06059021802,,,
3024,06059021809,,,
3025,06059021810,,,
3026,06059021812,,,
3027,06059021815,,,
3028,06059021816,,,
3029,06059021817,,,
3030,06059021820,,,
3031,06059021821,,,
3032,06059021822,,,
3033,06059021823,,,
3034,06059021824,,,
3035,06059021825,,,
3036,06059021826,,,
3037,06059021827,,,
3038,06059021828,,,
3039,06059021829,,,
3040,06059021830,,,
3041,06071000111,,,
3042,06071000113,,,
3043,06071000116,,,
3044,06059021924,,,
3045,06065041803,,,
3046,06065041804,,,
3047,06065041805,,,
3048,06065041806,,,
3049,06065041807,,,
3050,06065041808,,,
3051,06065041809,,,
3052,06065041810,,,
3053,06065041812,,,
3054,06065041813,,,
3055,06065041913,,,
3056,06065047900,,,
3057,06065048100,,,
3058,06065040609,,,
3059,06065040611,,,
3060,06065040613,,,
3061,06065040615,,,
3062,06065040616,,,
3063,06065040701,,,
3064,06065040702,,,
3065,06065040703,,,
3066,06065040806,,,
3067,06065040807,,,
3068,06065040808,,,
3069,06065040809,,,
3070,06065040812,,,
3071,06065040813,,,
3072,06065040821,,,
3073,06065041410,,,
3074,06065041500,,,
3075,06065041600,,,
3076,06065041702,,,
3077,06065041703,,,
3078,06065041704,,,
3079,06065041904,,,
3080,06065041905,,,
3081,06065041906,,,
3082,06065041912,,,
3083,06065046601,,,
3084,06065046602,,,
3085,06065048200,,,
3086,06071001903,,,
3087,06071000115,,,
3088,06037401303,107938.0,701.0,613.0
3089,06037402402,57650.0,1886.0,862.0
3090,06037402403,74592.0,947.0,800.0
3091,06037402404,,5.0,0.0
3092,06037402405,55000.0,646.0,491.0
3093,06037402406,49679.0,1182.0,604.0
3094,06037403200,,0.0,0.0
3095,06037403303,77083.0,721.0,557.0
3096,06037403304,106188.0,1648.0,1402.0
3097,06037403305,106758.0,697.0,508.0
3098,06037403312,77813.0,1602.0,1236.0
3099,06037403316,84976.0,2385.0,1758.0
3100,06037403317,107208.0,1427.0,1232.0
3101,06037403319,79750.0,1594.0,1045.0
3102,06037403320,114063.0,1572.0,1326.0
3103,06037403321,102188.0,1937.0,1435.0
3104,06037403322,108822.0,1221.0,920.0
3105,06037403323,90902.0,1758.0,1245.0
3106,06037403324,106642.0,2115.0,1656.0
3107,06037403402,84906.0,1077.0,867.0
3108,06037403403,136094.0,1547.0,1374.0
3109,06037403404,95625.0,764.0,691.0
3110,06037403405,134688.0,533.0,454.0
3111,06037403406,85417.0,886.0,583.0
3112,06037403500,106250.0,554.0,402.0
3113,06071000118,,,
3114,06037402301,55565.0,1318.0,616.0
3115,06037402303,50625.0,1096.0,396.0
3116,06037402304,39427.0,938.0,298.0
3117,06037402501,40542.0,1310.0,355.0
3118,06037402502,45432.0,1783.0,522.0
3119,06037402600,54727.0,2342.0,1169.0
3120,06037402702,34095.0,1565.0,336.0
3121,06037402705,80000.0,840.0,693.0
3122,06037402706,69875.0,970.0,611.0
3123,06037402801,45313.0,1126.0,401.0
3124,06037402803,48090.0,725.0,296.0
3125,06037402804,54063.0,936.0,220.0
3126,06037402902,64583.0,1531.0,731.0
3127,06037402903,56667.0,982.0,545.0
3128,06037402904,71637.0,793.0,618.0
3129,06037403000,62300.0,1516.0,1153.0
3130,06037403318,92935.0,1928.0,1472.0
3131,06037408800,46635.0,1461.0,290.0
3132,06071000103,,,
3133,06071000104,,,
3134,06071000105,,,
3135,06071000107,,,
3136,06071000108,,,
3137,06071000109,,,
3138,06071000117,,,
3139,06071000207,,,
3140,06071000301,,,
3141,06071000303,,,
3142,06071000401,,,
3143,06071000403,,,
3144,06071000501,,,
3145,06071000503,,,
3146,06037400302,81853.0,1133.0,681.0
3147,06037400304,74453.0,2565.0,1244.0
3148,06037400402,99107.0,1356.0,1032.0
3149,06037400403,106875.0,1292.0,893.0
3150,06037400404,135038.0,1403.0,1317.0
3151,06037401001,117260.0,1013.0,850.0
3152,06037401101,69719.0,1997.0,811.0
3153,06037401201,113194.0,1007.0,854.0
3154,06037401202,95046.0,1373.0,1169.0
3155,06037401203,84063.0,1681.0,1293.0
3156,06037401304,132026.0,1848.0,1669.0
3157,06037401311,80811.0,2124.0,1433.0
3158,06037401312,74219.0,1909.0,1495.0
3159,06037401500,78000.0,1898.0,1274.0
3160,06037401603,63611.0,1300.0,926.0
3161,06037403600,76635.0,2093.0,1542.0
3162,06037403702,103438.0,1109.0,967.0
3163,06037403703,85977.0,1531.0,1185.0
3164,06037403802,71591.0,1918.0,1025.0
3165,06037400204,117073.0,2098.0,2032.0
3166,06037400205,201250.0,927.0,901.0
3167,06037400206,133715.0,1753.0,1596.0
3168,06037400207,136500.0,1468.0,1366.0
3169,06037401601,75964.0,2247.0,1713.0
3170,06037401602,67034.0,2035.0,1106.0
3171,06037401701,86856.0,1671.0,1246.0
3172,06037401703,70642.0,1433.0,626.0
3173,06037401704,59513.0,2117.0,1161.0
3174,06037401800,104643.0,2760.0,2117.0
3175,06037401901,79327.0,127.0,8.0
3176,06037401902,96466.0,2676.0,1111.0
3177,06037402001,83409.0,1124.0,495.0
3178,06037402002,55946.0,1575.0,669.0
3179,06037402101,77026.0,1053.0,702.0
3180,06037402102,76500.0,1216.0,794.0
3181,06037402200,85963.0,2011.0,1440.0
3182,06037402703,70091.0,1281.0,813.0
3183,06071000201,,,
3184,06071000203,,,
3185,06065040604,,,
3186,06065040607,,,
3187,06071001501,,,
3188,06071001503,,,
3189,06071001504,,,
3190,06071001600,,,
3191,06071001803,,,
3192,06071001804,,,
3193,06071001806,,,
3194,06071001808,,,
3195,06071001809,,,
3196,06071001810,,,
3197,06071001905,,,
3198,06071001906,,,
3199,06071002109,,,
3200,06071002206,,,
3201,06071012700,,,
3202,06071000208,,,
3203,06071000304,,,
3204,06071000404,,,
3205,06071000504,,,
3206,06071000603,,,
3207,06071000604,,,
3208,06071000605,,,
3209,06071000606,,,
3210,06071001002,,,
3211,06071001101,,,
3212,06071001400,,,
3213,06071001702,,,
3214,06071001703,,,
3215,06071001704,,,
3216,06071001706,,,
3217,06071001707,,,
3218,06071001812,,,
3219,06071001813,,,
3220,06071001901,,,
3221,06071012200,,,
3222,06071000808,,,
3223,06071000812,,,
3224,06071000819,,,
3225,06071000820,,,
3226,06071000901,,,
3227,06071000903,,,
3228,06071000904,,,
3229,06071001200,,,
3230,06071001305,,,
3231,06071001307,,,
3232,06071001308,,,
3233,06071001309,,,
3234,06071001310,,,
3235,06071001311,,,
3236,06071001312,,,
3237,06071002011,,,
3238,06071002013,,,
3239,06071002014,,,
3240,06071002015,,,
3241,06071002016,,,
3242,06071002017,,,
3243,06071002018,,,
3244,06071002019,,,
3245,06071002021,,,
3246,06071002023,,,
3247,06071002025,,,
3248,06071002027,,,
3249,06071002028,,,
3250,06071002029,,,
3251,06071002031,,,
3252,06071002033,,,
3253,06071002035,,,
3254,06071002036,,,
3255,06071002101,,,
3256,06071002103,,,
3257,06071002105,,,
3258,06071002107,,,
3259,06071002110,,,
3260,06071002207,,,
3261,06071000205,,,
3262,06071000804,,,
3263,06071000813,,,
3264,06071000814,,,
3265,06071000815,,,
3266,06071000816,,,
3267,06071000817,,,
3268,06071000818,,,
3269,06071000821,,,
3270,06071000823,,,
3271,06071000824,,,
3272,06071000825,,,
3273,06071000826,,,
3274,06071001001,,,
3275,06071001103,,,
3276,06071001104,,,
3277,06037460100,131477.0,2368.0,2097.0
3278,06037460200,101875.0,2016.0,1578.0
3279,06037460301,110714.0,1606.0,1370.0
3280,06037460302,68306.0,1381.0,1000.0
3281,06037461000,77569.0,1664.0,1145.0
3282,06037461100,90444.0,1837.0,973.0
3283,06037461200,129974.0,1663.0,1410.0
3284,06037930101,149063.0,35.0,24.0
3285,06037460401,100417.0,317.0,218.0
3286,06037460501,189107.0,1754.0,1657.0
3287,06037930301,84219.0,195.0,176.0
3288,06037910811,121771.0,41.0,41.0
3289,06037910205,65431.0,418.0,335.0
3290,06037910401,80750.0,2167.0,1348.0
3291,06037910402,27420.0,1007.0,288.0
3292,06037910403,25074.0,562.0,45.0
3293,06037910404,58952.0,1075.0,621.0
3294,06037910501,20608.0,2004.0,46.0
3295,06037910502,38784.0,1181.0,379.0
3296,06037910504,51082.0,1186.0,737.0
3297,06037910505,68864.0,814.0,652.0
3298,06037910601,41563.0,1564.0,1121.0
3299,06037910602,41538.0,1357.0,557.0
3300,06037910603,57824.0,2022.0,1157.0
3301,06037910605,44665.0,1229.0,762.0
3302,06037910606,53922.0,795.0,521.0
3303,06037910707,53646.0,1517.0,858.0
3304,06037910709,87188.0,532.0,485.0
3305,06037910711,62910.0,2199.0,1672.0
3306,06037910712,70884.0,627.0,504.0
3307,06037910713,64472.0,1416.0,1166.0
3308,06037910714,56652.0,901.0,589.0
3309,06037910715,55118.0,1880.0,1294.0
3310,06037910716,73466.0,1685.0,1205.0
3311,06037910812,81563.0,139.0,118.0
3312,06037910207,95821.0,1695.0,1301.0
3313,06037910804,97326.0,1069.0,960.0
3314,06037910002,46875.0,1984.0,1321.0
3315,06037910705,76219.0,2717.0,2257.0
3316,06037910706,60094.0,1473.0,1052.0
3317,06071009107,,,
3318,06071009108,,,
3319,06071009109,,,
3320,06071009201,,,
3321,06071009202,,,
3322,06037900104,48444.0,1697.0,1277.0
3323,06037911001,53830.0,1516.0,1151.0
3324,06065041409,,,
3325,06065041909,,,
3326,06065041910,,,
3327,06065042007,,,
3328,06065042008,,,
3329,06065030900,,,
3330,06065031601,,,
3331,06065031602,,,
3332,06065040404,,,
3333,06065040603,,,
3334,06065040814,,,
3335,06065040815,,,
3336,06065040816,,,
3337,06065040901,,,
3338,06065040902,,,
3339,06065040903,,,
3340,06065040904,,,
3341,06065041001,,,
3342,06065041002,,,
3343,06065041003,,,
3344,06065041004,,,
3345,06065041101,,,
3346,06065041102,,,
3347,06065041201,,,
3348,06065041202,,,
3349,06065041203,,,
3350,06065041301,,,
3351,06065041302,,,
3352,06065041403,,,
3353,06065041404,,,
3354,06065041405,,,
3355,06065041406,,,
3356,06065041407,,,
3357,06065041408,,,
3358,06065041411,,,
3359,06065041412,,,
3360,06065030602,,,
3361,06065030603,,,
3362,06065030700,,,
3363,06065030800,,,
3364,06065031001,,,
3365,06065031002,,,
3366,06065031100,,,
3367,06065031200,,,
3368,06065031300,,,
3369,06065031401,,,
3370,06065031402,,,
3371,06065031501,,,
3372,06065031502,,,
3373,06065031701,,,
3374,06065031702,,,
3375,06065031703,,,
3376,06065031704,,,
3377,06065042003,,,
3378,06065042004,,,
3379,06065042620,,,
3380,06065042706,,,
3381,06065042009,,,
3382,06065042010,,,
3383,06065042617,,,
3384,06065042618,,,
3385,06065042800,,,
3386,06065042903,,,
3387,06065042904,,,
3388,06065042402,,,
3389,06065042621,,,
3390,06065051100,,,
3391,06065030501,,,
3392,06065030601,,,
3393,06065042005,,,
3394,06065042012,,,
3395,06065042013,,,
3396,06065042014,,,
3397,06065042206,,,
3398,06065042207,,,
3399,06065042208,,,
3400,06065042212,,,
3401,06065042217,,,
3402,06065042403,,,
3403,06065042404,,,
3404,06065042405,,,
3405,06065042406,,,
3406,06065042407,,,
3407,06065042408,,,
3408,06065042409,,,
3409,06065042410,,,
3410,06065042411,,,
3411,06065042505,,,
3412,06065042506,,,
3413,06065042507,,,
3414,06065042508,,,
3415,06065042509,,,
3416,06065042510,,,
3417,06065042511,,,
3418,06065042512,,,
3419,06065042513,,,
3420,06065042514,,,
3421,06065042515,,,
3422,06065042516,,,
3423,06065042517,,,
3424,06065042518,,,
3425,06065042519,,,
3426,06065042520,,,
3427,06065042521,,,
3428,06065046700,,,
3429,06065046800,,,
3430,06065048300,,,
3431,06065048800,,,
3432,06065048901,,,
3433,06065048902,,,
3434,06065050900,,,
3435,06065980004,,,
3436,06065030103,,,
3437,06065030104,,,
3438,06065030200,,,
3439,06065030300,,,
3440,06065030400,,,
3441,06065040101,,,
3442,06065040102,,,
3443,06065040201,,,
3444,06065040202,,,
3445,06065040203,,,
3446,06065040204,,,
3447,06065040301,,,
3448,06065040302,,,
3449,06065040303,,,
3450,06065040402,,,
3451,06065040403,,,
3452,06065040405,,,
3453,06065040501,,,
3454,06065040502,,,
3455,06065040503,,,
3456,06065040605,,,
3457,06065040606,,,
3458,06071002204,,,
3459,06071002601,,,
3460,06071002602,,,
3461,06071002604,,,
3462,06071002606,,,
3463,06071002607,,,
3464,06071003301,,,
3465,06071003302,,,
3466,06071003606,,,
3467,06071004001,,,
3468,06071004003,,,
3469,06071004004,,,
3470,06071002010,,,
3471,06071002022,,,
3472,06071002034,,,
3473,06071002037,,,
3474,06071002038,,,
3475,06071002301,,,
3476,06071002304,,,
3477,06071002305,,,
3478,06071002306,,,
3479,06071002307,,,
3480,06071002401,,,
3481,06071002402,,,
3482,06071002501,,,
3483,06071002502,,,
3484,06071002703,,,
3485,06071002704,,,
3486,06071002705,,,
3487,06071002801,,,
3488,06071002803,,,
3489,06071002804,,,
3490,06071002901,,,
3491,06071002902,,,
3492,06071003000,,,
3493,06071003101,,,
3494,06071003102,,,
3495,06071003200,,,
3496,06071003401,,,
3497,06071003403,,,
3498,06071003404,,,
3499,06071003405,,,
3500,06071003503,,,
3501,06071003505,,,
3502,06071003506,,,
3503,06071003507,,,
3504,06071003509,,,
3505,06071003510,,,
3506,06071003603,,,
3507,06071003605,,,
3508,06071003607,,,
3509,06071003609,,,
3510,06071003611,,,
3511,06071003700,,,
3512,06071003801,,,
3513,06071003803,,,
3514,06071008301,,,
3515,06065030101,,,
3516,06065030502,,,
3517,06065030503,,,
3518,06065042209,,,
3519,06065042210,,,
3520,06065042213,,,
3521,06065042214,,,
3522,06065042300,,,
3523,06065042412,,,
3524,06065046500,,,
3525,06071006601,,,
3526,06071007000,,,
3527,06071007104,,,
3528,06071007105,,,
3529,06071007106,,,
3530,06071007107,,,
3531,06071007108,,,
3532,06071007109,,,
3533,06071007110,,,
3534,06071007302,,,
3535,06071007303,,,
3536,06071007305,,,
3537,06071007306,,,
3538,06071007800,,,
3539,06071012500,,,
3540,06071007404,,,
3541,06071007604,,,
3542,06071003612,,,
3543,06071003804,,,
3544,06071003900,,,
3545,06071004101,,,
3546,06071004103,,,
3547,06071004104,,,
3548,06071004201,,,
3549,06071004202,,,
3550,06071004301,,,
3551,06071004302,,,
3552,06071004401,,,
3553,06071004403,,,
3554,06071004404,,,
3555,06071004505,,,
3556,06071004507,,,
3557,06071004509,,,
3558,06071004601,,,
3559,06071004603,,,
3560,06071004604,,,
3561,06071004700,,,
3562,06071004800,,,
3563,06071004900,,,
3564,06071005100,,,
3565,06071005200,,,
3566,06071005300,,,
3567,06071005400,,,
3568,06071005500,,,
3569,06071005600,,,
3570,06071005701,,,
3571,06071005800,,,
3572,06071006100,,,
3573,06071006201,,,
3574,06071006203,,,
3575,06071006204,,,
3576,06071006301,,,
3577,06071006302,,,
3578,06071006401,,,
3579,06071006402,,,
3580,06071006500,,,
3581,06071006603,,,
3582,06071006604,,,
3583,06071006700,,,
3584,06071007200,,,
3585,06071007403,,,
3586,06071007407,,,
3587,06071007408,,,
3588,06071007409,,,
3589,06071007410,,,
3590,06071007601,,,
3591,06071007603,,,
3592,06071012300,,,
3593,06071012400,,,
3594,06071980100,,,
3595,06065042401,,,
3596,06065042619,,,
3597,06065042622,,,
3598,06065042623,,,
3599,06065042624,,,
3600,06065042719,,,
3601,06065042720,,,
3602,06065042744,,,
3603,06065042745,,,
3604,06065043822,,,
3605,06065048700,,,
3606,06065049000,,,
3607,06065043506,,,
3608,06065043507,,,
3609,06065043508,,,
3610,06065043509,,,
3611,06065043512,,,
3612,06065043513,,,
3613,06065043517,,,
3614,06065043601,,,
3615,06065043602,,,
3616,06065043807,,,
3617,06065043810,,,
3618,06065043812,,,
3619,06065043814,,,
3620,06065043818,,,
3621,06065043820,,,
3622,06065043821,,,
3623,06065043900,,,
3624,06065044000,,,
3625,06065044101,,,
3626,06065044102,,,
3627,06065044103,,,
3628,06065044200,,,
3629,06065044300,,,
3630,06065051300,,,
3631,06065941500,,,
3632,06065043802,,,
3633,06065043823,,,
3634,06071007901,,,
3635,06071007903,,,
3636,06071007904,,,
3637,06071008001,,,
3638,06071008002,,,
3639,06071008100,,,
3640,06071008200,,,
3641,06071008302,,,
3642,06071008401,,,
3643,06071008402,,,
3644,06071008403,,,
3645,06071008404,,,
3646,06071008500,,,
3647,06071008601,,,
3648,06071008602,,,
3649,06071008704,,,
3650,06071008705,,,
3651,06071008706,,,
3652,06071008709,,,
3653,06071008710,,,
3654,06071008800,,,
3655,06071011101,,,
3656,06065043809,,,
3657,06065043811,,,
3658,06065044104,,,
3659,06071008703,,,
3660,06071008708,,,
3661,06071011500,,,
3662,06071002706,,,
3663,06071004503,,,
3664,06071010017,,,
3665,06071004504,,,
3666,06071004510,,,
3667,06071010802,,,
3668,06071010803,,,
3669,06071010804,,,
3670,06071010901,,,
3671,06071011001,,,
3672,06071011002,,,
3673,06071010023,,,
3674,06071010024,,,
3675,06071009710,,,
3676,06071009714,,,
3677,06071009110,,,
3678,06071009112,,,
3679,06071009114,,,
3680,06071009116,,,
3681,06071009118,,,
3682,06071009119,,,
3683,06071009707,,,
3684,06071009711,,,
3685,06071009715,,,
3686,06071009716,,,
3687,06071009717,,,
3688,06071009800,,,
3689,06071009904,,,
3690,06071009905,,,
3691,06071009906,,,
3692,06071009908,,,
3693,06071009910,,,
3694,06071009911,,,
3695,06071009912,,,
3696,06071009913,,,
3697,06071010004,,,
3698,06071010009,,,
3699,06071010010,,,
3700,06071010011,,,
3701,06071010012,,,
3702,06071010013,,,
3703,06071010014,,,
3704,06071010015,,,
3705,06071010016,,,
3706,06071010018,,,
3707,06071010019,,,
3708,06071010020,,,
3709,06071010021,,,
3710,06071010022,,,
3711,06071010025,,,
3712,06071010026,,,
3713,06071980200,,,
3714,06071010902,,,
3715,06071011102,,,
3716,06071011203,,,
3717,06071011205,,,
3718,06071011206,,,
3719,06071011300,,,
3720,06071009708,,,
3721,06071009709,,,
3722,06071009712,,,
3723,06071009713,,,
3724,06071012103,,,
3725,06111000100,,,
3726,06037920102,90214.0,1806.0,1017.0
3727,06037910209,104900.0,1356.0,1112.0
3728,06037901213,116742.0,1260.0,1168.0
3729,06037920012,71591.0,464.0,332.0
3730,06037900102,33750.0,274.0,175.0
3731,06037910001,46576.0,1583.0,1091.0
3732,06037910101,44091.0,446.0,197.0
3733,06037910201,57593.0,1364.0,818.0
3734,06037910208,72619.0,1890.0,1288.0
3735,06071011700,,,
3736,06071012104,,,
3737,06071009117,,,
3738,06071012101,,,
3739,06073020903,,,
3740,06065044402,,,
3741,06065043813,,,
3742,06071011401,,,
3743,06071011204,,,
3744,06037137000,123542.0,1722.0,1380.0
3745,06037900103,38188.0,1672.0,984.0
3746,06037900201,49625.0,421.0,332.0
3747,06037900300,56757.0,1226.0,767.0
3748,06037900501,55166.0,1969.0,1038.0
3749,06037900504,58949.0,2007.0,1243.0
3750,06037900505,40556.0,1142.0,663.0
3751,06037900506,56290.0,1282.0,667.0
3752,06037900507,45196.0,2266.0,1191.0
3753,06037900508,71458.0,1049.0,630.0
3754,06037900602,36000.0,1556.0,933.0
3755,06037900605,38965.0,2215.0,1398.0
3756,06037900606,32025.0,1115.0,342.0
3757,06037900607,39519.0,1160.0,568.0
3758,06037900608,55585.0,984.0,575.0
3759,06037900609,34306.0,1464.0,643.0
3760,06037900701,39341.0,1715.0,624.0
3761,06037900703,40938.0,1750.0,380.0
3762,06037900704,42330.0,1423.0,35.0
3763,06037900705,47538.0,1731.0,639.0
3764,06037900803,56144.0,2428.0,1379.0
3765,06037900804,40301.0,1071.0,507.0
3766,06037900805,63574.0,1393.0,938.0
3767,06037900806,21604.0,2029.0,212.0
3768,06037900900,54066.0,1405.0,1016.0
3769,06037901003,,0.0,0.0
3770,06037901004,98694.0,3745.0,2797.0
3771,06037901007,88906.0,637.0,454.0
3772,06037901008,60147.0,908.0,422.0
3773,06037901009,76938.0,1819.0,1196.0
3774,06037901010,59899.0,1814.0,1008.0
3775,06037901011,72917.0,1988.0,929.0
3776,06037901101,74743.0,1735.0,1133.0
3777,06037901102,85450.0,1829.0,1276.0
3778,06037901205,76971.0,3720.0,2338.0
3779,06037901209,63365.0,566.0,426.0
3780,06037901210,63211.0,639.0,496.0
3781,06037910202,110692.0,1594.0,1438.0
3782,06037910210,111333.0,2125.0,1730.0
3783,06037910301,99943.0,1413.0,1219.0
3784,06037910302,89290.0,1953.0,1512.0
